ASMA_id,domain,phylum,class,order,family,genus,species,strain_group,representative,scfm_n_reps,scfm_delta_od_mean,scfm_delta_od_sd,scfm_delta_od_max,scfm_last_assay_date,scfm_od_24h_mean,scfm_od_24h_sd,scfm_od_48h_mean,scfm_od_48h_sd,scfm_delta_od_24h_mean,scfm_delta_od_24h_sd,scfm_delta_od_48h_mean,scfm_delta_od_48h_sd,scfm_od_max_yield_mean,scfm_od_max_yield_sd,scfm_time_max_yield_mean,scfm_time_max_yield_sd,scfm_mu_simple_mean,scfm_mu_simple_sd,scfm_mu_simple_r2_mean,scfm_mu_simple_r2_sd,scfm_growth_class,scfm_growth_24h_n,scfm_growth_24h_pct,scfm_growth_48h_n,scfm_growth_48h_pct,scfm_mu_simple_n_reps,inhib_100x_n,inhib_100x_mean,inhib_100x_sd,inhib_last_assay_date,pa_inhibition_class,no_carbon_mean_od,no_carbon_sd_od,carbon_last_assay_date,glucose_mean_od,glucose_utilization_call,lactate_mean_od,lactate_utilization_call,serine_mean_od,serine_utilization_call,threonine_mean_od,threonine_utilization_call,alanine_mean_od,alanine_utilization_call,glycine_mean_od,glycine_utilization_call,proline_mean_od,proline_utilization_call,isoleucine_mean_od,isoleucine_utilization_call,leucine_mean_od,leucine_utilization_call,valine_mean_od,valine_utilization_call,aspartate_mean_od,aspartate_utilization_call,glutamate_mean_od,glutamate_utilization_call,phenylalanine_mean_od,phenylalanine_utilization_call,tryptophan__mean_od,tryptophan__utilization_call,lysine_mean_od,lysine_utilization_call,histidine_mean_od,histidine_utilization_call,arginine_mean_od,arginine_utilization_call,ornithine_mean_od,ornithine_utilization_call,cystein_mean_od,cystein_utilization_call,methionine_mean_od,methionine_utilization_call
ASMA-172,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1720,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,537.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1721,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,537.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1722,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,537.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1723,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,537.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1724,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1725,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,534.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1726,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,534.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1727,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,534.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1728,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,534.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1729,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,534.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-173,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1730,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,534.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1731,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,534.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1732,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,534.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1733,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,534.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1734,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,534.0,No,1,0.0015000000000000013,,0.0015000000000000013,20250929.0,0.09519999999999999,,0.09446666666666666,,-0.0024666666666666864,,-0.0032000000000000223,,0.09970000000000001,,20.25,,0.01827203281833876,,0.966814132907753,,no_growth,0,0.0,0,0.0,1,,,,,,0.0457,,20250929,0.0443,uncertain,0.0533,uncertain,0.0442,uncertain,0.0444,uncertain,0.044,uncertain,0.0442,uncertain,0.0437,uncertain,0.0433,uncertain,0.0435,uncertain,0.0437,uncertain,0.043,uncertain,0.0435,uncertain,0.0432,uncertain,0.0445,uncertain,0.0435,uncertain,0.0429,uncertain,0.043,uncertain,0.0449,uncertain,0.0445,uncertain,0.0449,uncertain
ASMA-1735,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,530.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1736,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,518.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1737,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,518.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1738,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,518.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1739,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,518.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-174,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1740,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,518.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1741,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,undetermined species,215.0,Yes,1,0.06266666666666663,,0.06266666666666663,20250929.0,0.4804666666666667,,0.28,,0.38580000000000003,,0.18533333333333335,,0.4883,,22.5,,0.019745517983844333,,0.9987154222046676,,poor,1,100.0,1,100.0,1,,,,,,0.046,,20250929,0.0438,uncertain,0.0445,uncertain,0.0462,uncertain,0.0439,uncertain,0.0429,uncertain,0.0435,uncertain,0.0446,uncertain,0.0437,uncertain,0.0419,uncertain,0.0429,uncertain,0.0434,uncertain,0.0433,uncertain,0.0426,uncertain,0.0439,uncertain,0.0431,uncertain,0.0435,uncertain,0.0422,uncertain,0.0432,uncertain,0.0438,uncertain,0.0468,uncertain
ASMA-1742,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,undetermined species,,,1,0.0020000000000000018,,0.0020000000000000018,20251006.0,0.4881,,0.5727,,0.29489999999999994,,0.37949999999999995,,0.5727,,48.0,,0.024898087153771457,,0.9988013822074474,,no_growth,1,100.0,1,100.0,1,,,,,,0.0428,,20251006,0.0433,uncertain,0.0425,uncertain,0.0448,uncertain,0.0432,uncertain,0.0429,uncertain,0.0434,uncertain,0.0433,uncertain,0.0432,uncertain,0.0426,uncertain,0.0433,uncertain,0.0435,uncertain,0.043,uncertain,0.0431,uncertain,0.044,uncertain,0.0449,uncertain,0.0458,uncertain,0.0436,uncertain,0.0431,uncertain,0.0475,uncertain,0.0425,uncertain
ASMA-1743,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis_G,406.0,No,1,0.0009333333333333416,,0.0009333333333333416,20250929.0,0.2696333333333333,,0.2371333333333333,,0.13759999999999997,,0.1051,,0.2968666666666667,,35.0,,0.01933867354101535,,0.9984623337162051,,no_growth,1,100.0,1,100.0,1,,,,,,0.0429,,20250929,0.0435,uncertain,0.0428,uncertain,0.0452,uncertain,0.0458,uncertain,0.043,uncertain,0.044,uncertain,0.0431,uncertain,0.0435,uncertain,0.0429,uncertain,0.0434,uncertain,0.0431,uncertain,0.0433,uncertain,0.0434,uncertain,0.0442,uncertain,0.0429,uncertain,0.0428,uncertain,0.043,uncertain,0.0434,uncertain,0.0458,uncertain,0.0424,uncertain
ASMA-1744,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis_G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1745,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Granulicatella,Granulicatella sp916049935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1746,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria perflava,522.0,No,1,0.00180000000000001,,0.00180000000000001,20250929.0,0.0946,,0.09456666666666667,,-6.66666666666732e-05,,-0.00010000000000000286,,0.09496666666666666,,29.75,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.0478,,20250929,0.0466,uncertain,0.0487,uncertain,0.0481,uncertain,0.0456,uncertain,0.0458,uncertain,0.0452,uncertain,0.0465,uncertain,0.0454,uncertain,0.047,uncertain,0.0459,uncertain,0.0468,uncertain,0.0461,uncertain,0.0464,uncertain,0.0465,uncertain,0.0594,uncertain,0.0456,uncertain,0.0465,uncertain,0.0455,uncertain,0.0479,uncertain,0.0457,uncertain
ASMA-1747,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,466.0,No,4,0.03705,0.03049213013221609,0.08270000000000001,20251017.0,0.18051666666666666,0.05540039109368572,0.16466666666666668,0.05077545338711085,0.06892499999999999,0.04896014535653805,0.05307499999999999,0.04446364619926412,0.20526666666666665,0.06882891834105774,33.0,18.843654988704643,0.051179964009528296,0.061218379953863575,0.9971589615632523,0.002802129460441894,no_growth,1,25.0,1,25.0,3,3,-16.077580706903145,7.085043976284976,20251017,none,0.05011666666666667,0.0016196707484341791,20251017,0.05225,uncertain,0.0491,uncertain,0.04976666666666667,uncertain,0.04953333333333333,uncertain,0.049949999999999994,uncertain,0.0503,uncertain,0.05716666666666667,utilizes,0.05026666666666667,uncertain,0.0527,uncertain,0.05026666666666667,uncertain,0.051166666666666666,utilizes,0.07701666666666666,utilizes,0.05105,utilizes,0.05276666666666667,utilizes,0.05106666666666667,utilizes,0.05105,uncertain,0.05035,uncertain,0.053983333333333335,utilizes,0.0529,utilizes,0.05210000000000001,utilizes
ASMA-1748,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,25.0,Yes,1,0.0012333333333333502,,0.0012333333333333502,20250929.0,0.09693333333333333,,0.09670000000000001,,0.0018333333333333257,,0.0016000000000000042,,0.0978,,7.5,,0.00914164871478936,,0.981225860394604,,no_growth,0,0.0,0,0.0,1,,,,,,0.0466,,20250929,0.0459,uncertain,0.0473,uncertain,0.0463,uncertain,0.0453,uncertain,0.045,uncertain,0.0446,uncertain,0.0449,uncertain,0.0458,uncertain,0.0451,uncertain,0.0452,uncertain,0.0461,uncertain,0.0458,uncertain,0.0448,uncertain,0.0458,uncertain,0.045,uncertain,0.0452,uncertain,0.0445,uncertain,0.0448,uncertain,0.0468,uncertain,0.045,uncertain
ASMA-175,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1750,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,undetermined species,302.0,No,1,0.0011333333333333195,,0.0011333333333333195,20250929.0,0.09803333333333335,,0.09673333333333334,,0.002433333333333343,,0.0011333333333333334,,0.1028,,8.5,,0.03794776896266091,,0.9922670725753591,,no_growth,0,0.0,0,0.0,1,,,,,,0.0436,,20250929,0.0439,uncertain,0.0445,uncertain,0.0432,uncertain,0.0441,uncertain,0.0439,uncertain,0.0435,uncertain,0.0431,uncertain,0.0437,uncertain,0.0432,uncertain,0.0434,uncertain,0.0428,uncertain,0.0429,uncertain,0.0442,uncertain,0.0443,uncertain,0.043,uncertain,0.0422,uncertain,0.0432,uncertain,0.0426,uncertain,0.044,uncertain,0.0433,uncertain
ASMA-1751,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,undetermined species,302.0,No,1,0.0040000000000000036,,0.0040000000000000036,20251006.0,0.3593,,0.4383,,0.2383,,0.3173,,0.4384,,47.75,,0.2061259568521081,,0.9993534915626918,,no_growth,1,100.0,1,100.0,1,,,,,,0.0446,,20251006,0.0439,uncertain,0.0434,uncertain,0.0438,uncertain,0.0433,uncertain,0.0432,uncertain,0.0436,uncertain,0.0439,uncertain,0.0435,uncertain,0.0435,uncertain,0.0436,uncertain,0.0434,uncertain,0.0434,uncertain,0.0439,uncertain,0.0445,uncertain,0.0435,uncertain,0.0433,uncertain,0.0435,uncertain,0.0432,uncertain,0.0988,uncertain,0.0447,uncertain
ASMA-1752,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,466.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1753,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,217.0,Yes,1,0.0015000000000000013,,0.0015000000000000013,20250929.0,0.09300000000000001,,0.09213333333333333,,-0.0014333333333333143,,-0.0022999999999999965,,0.09443333333333333,,0.0,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.043,,20250929,0.0443,uncertain,0.0429,uncertain,0.0435,uncertain,0.0424,uncertain,0.0425,uncertain,0.0425,uncertain,0.0426,uncertain,0.0425,uncertain,0.0423,uncertain,0.0429,uncertain,0.0419,uncertain,0.043,uncertain,0.0424,uncertain,0.0438,uncertain,0.0608,uncertain,0.0417,uncertain,0.0419,uncertain,0.0423,uncertain,0.0462,uncertain,0.0423,uncertain
ASMA-1754,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria perflava,218.0,No,1,0.0461,,0.0461,20251006.0,0.1733,,0.1729,,0.060600000000000015,,0.060200000000000004,,0.1803,,27.5,,0.05953128646236914,,0.9960559744247489,,no_growth,0,0.0,0,0.0,1,,,,,,0.0462,,20251006,0.0464,uncertain,0.0466,uncertain,0.0449,uncertain,0.0473,uncertain,0.0444,uncertain,0.0451,uncertain,0.0473,uncertain,0.0463,uncertain,0.0462,uncertain,0.0462,uncertain,0.047,uncertain,0.051,uncertain,0.0474,uncertain,0.0504,uncertain,0.0503,uncertain,0.0482,uncertain,0.0469,uncertain,0.0456,uncertain,0.2479,uncertain,0.0514,uncertain
ASMA-1755,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria perflava,218.0,Yes,1,0.0058000000000000135,,0.0058000000000000135,20250929.0,0.0948,,0.0941,,0.000633333333333333,,-6.666666666665932e-05,,0.09486666666666667,,23.75,,,,,,no_growth,0,0.0,0,0.0,0,,,,,,0.047,,20250929,0.0482,uncertain,0.053,uncertain,0.0472,uncertain,0.0468,uncertain,0.046,uncertain,0.0467,uncertain,0.049,uncertain,0.0471,uncertain,0.0471,uncertain,0.046,uncertain,0.0464,uncertain,0.0501,uncertain,0.0465,uncertain,0.0463,uncertain,0.0462,uncertain,0.0461,uncertain,0.0462,uncertain,0.0462,uncertain,0.1118,uncertain,0.0467,uncertain
ASMA-1756,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,466.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-176,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1760,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp001813105,26.0,Yes,1,0.0007999999999999952,,0.0007999999999999952,20250929.0,0.1494666666666667,,0.1545666666666667,,0.053966666666666704,,0.059066666666666726,,0.1547333333333333,,46.5,,0.044451159811232946,,0.9990472673794083,,no_growth,0,0.0,0,0.0,1,,,,,,0.0445,,20250929,0.0455,uncertain,0.0439,uncertain,0.0451,uncertain,0.0443,uncertain,0.0433,uncertain,0.0443,uncertain,0.046,uncertain,0.0441,uncertain,0.0443,uncertain,0.0443,uncertain,0.0439,uncertain,0.0444,uncertain,0.0443,uncertain,0.0448,uncertain,0.0439,uncertain,0.0442,uncertain,0.0442,uncertain,0.0447,uncertain,0.0512,uncertain,0.0443,uncertain
ASMA-1761,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius_D,498.0,No,1,0.002699999999999994,,0.002699999999999994,20250929.0,0.09766666666666667,,0.09696666666666666,,0.0023666666666666697,,0.0016666666666666635,,0.09813333333333334,,7.5,,0.00999706245199103,,0.9844291856731062,,no_growth,0,0.0,0,0.0,1,,,,,,0.0458,,20250929,0.0456,uncertain,0.0451,uncertain,0.0466,uncertain,0.0451,uncertain,0.045,uncertain,0.0449,uncertain,0.0452,uncertain,0.0445,uncertain,0.0461,uncertain,0.0446,uncertain,0.045,uncertain,0.0501,uncertain,0.047,uncertain,0.0457,uncertain,0.0458,uncertain,0.0449,uncertain,0.0462,uncertain,0.0449,uncertain,0.0577,uncertain,0.0463,uncertain
ASMA-1762,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius_D,498.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1763,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1764,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1765,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1766,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1767,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1768,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1769,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus caecimuris,219.0,Yes,1,0.0029,,0.0029,20251006.0,0.0951,,0.0949,,-0.0016999999999999932,,-0.001899999999999999,,0.0968,,0.0,,0.002003959332403176,,0.9523807415487242,,no_growth,0,0.0,0,0.0,1,,,,,,0.0449,,20251006,0.0443,uncertain,0.0449,uncertain,0.0463,uncertain,0.0449,uncertain,0.0449,uncertain,0.0451,uncertain,0.0446,uncertain,0.0448,uncertain,0.0449,uncertain,0.0452,uncertain,0.0442,uncertain,0.0436,uncertain,0.0446,uncertain,0.0461,uncertain,0.0465,uncertain,0.0447,uncertain,0.0444,uncertain,0.0448,uncertain,0.1106,uncertain,0.0439,uncertain
ASMA-177,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,533.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1770,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1771,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1772,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1773,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1774,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius_D,498.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1775,Fungi,Saccharomycetes,Ascomycota,Saccharomycetales,Debaryomycetaceae,Candida,Candida albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1776,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius_D,498.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMA-1777,Bacteria,Bacillota,Bacilli,Staphylococcales,Gemellaceae,Gemella,Gemella haemolysans_D,27.0,Yes,1,0.0011333333333333334,,0.0011333333333333334,20250929.0,0.1052666666666667,,0.1053333333333333,,0.0005666666666667014,,0.0006333333333333052,,0.1122333333333333,,8.0,,0.020957989361475762,,0.9623772271207789,,no_growth,0,0.0,0,0.0,1,,,,,,0.044,,20250929,0.0441,uncertain,0.0431,uncertain,0.0442,uncertain,0.0439,uncertain,0.0437,uncertain,0.0437,uncertain,0.0431,uncertain,0.0434,uncertain,0.0437,uncertain,0.0435,uncertain,0.044,uncertain,0.0435,uncertain,0.0435,uncertain,0.0438,uncertain,0.0448,uncertain,0.0432,uncertain,0.0435,uncertain,0.0431,uncertain,0.1234,uncertain,0.0439,uncertain
ASMA-1778,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,466.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
